735200,20121128,     6, -1,  55,     8,  1,  50
735200,20121128,    11, -1,  79,     7,  1,  65
735203,20121201,     9,  1,  57,     8, -1,  48
735203,20121201,    10,  1,  84,     3, -1,  54
735203,20121201,     4, -1,  56,     6,  1,  54
735203,20121201,     5, -1,  81,     2,  1,  55
735210,20121208,    11,  1,  70,     1, -1,  64
735210,20121208,     5,  1,  63,    12, -1,  56
735238,20130105,     4,  1,  60,     7, -1,  56
735238,20130105,     5,  1,  85,    10, -1,  53
735238,20130105,    11, -1,  72,     3,  1,  55
735238,20130105,     2, -1,  74,     9,  1,  70
735241,20130108,     1, -1,  50,    12,  1,  49
735243,20130110,     2, -1,  70,     3,  1,  65
735243,20130110,     9, -1,  62,     4,  1,  57
735245,20130112,    11,  1,  62,    10, -1,  59
735245,20130112,     1,  1,  80,     6, -1,  70
735245,20130112,     5, -1,  81,     7,  1,  73
735245,20130112,    12,  1,  71,     8, -1,  53
735245,20130112,     4,  1,  86,     2, -1,  59
735245,20130112,     9, -1,  69,     3,  1,  65
735247,20130114,     8,  1,  70,     5, -1,  57
735247,20130114,     1,  1,  83,    10, -1,  70
735247,20130114,     7,  1,  69,    12, -1,  65
735247,20130114,     6, -1,  80,    11,  1,  67
735247,20130114,     4, -1,  73,     3,  1,  69
735249,20130116,    10,  1,  71,    12, -1,  52
735250,20130117,     6,  1,  73,     7, -1,  59
735250,20130117,     2,  1,  91,     1, -1,  88
735250,20130117,     5,  1,  70,     3, -1,  38
735250,20130117,     8,  1,  51,     4, -1,  47
735250,20130117,     9,  1,  64,    11, -1,  60
735252,20130119,     3, -1,  70,     8,  1,  55
735252,20130119,     5,  1,  77,     4, -1,  68
735252,20130119,     6,  1,  68,    12, -1,  61
735252,20130119,    11, -1,  90,     2,  1,  81
735252,20130119,     9,  1,  72,     1, -1,  68
735253,20130120,     7, -1,  69,    10,  1,  61
735257,20130124,    10,  1,  66,     9, -1,  64
735257,20130124,    12,  1,  63,     7, -1,  50
735257,20130124,     5, -1,  79,    11,  1,  74
735257,20130124,     1,  1,  64,     8, -1,  62
735257,20130124,     6,  1,  85,     2, -1,  61
735257,20130124,     4,  1,  69,     3, -1,  54
735259,20130126,     8, -1,  72,    11,  1,  66
735259,20130126,     5, -1,  79,     1,  1,  56
735259,20130126,    10,  1,  77,     2, -1,  69
735259,20130126,     6, -1,  70,     3,  1,  66
735259,20130126,     4, -1,  79,    12,  1,  50
735263,20130130,     4,  1,  72,     1, -1,  59
735264,20130131,     7,  1,  81,     8, -1,  74
735264,20130131,     6, -1,  72,    10,  1,  66
735264,20130131,     5,  1,  71,     9, -1,  51
735264,20130131,     3,  1,  69,    12, -1,  63
735266,20130202,     8,  1,  59,     2, -1,  57
735266,20130202,     1,  1,  74,    11, -1,  65
735266,20130202,     3, -1,  84,     7,  1,  79
735266,20130202,     5, -1,  68,    12,  1,  57
735266,20130202,     6,  1,  77,     9, -1,  66
735266,20130202,     4,  1,  81,    10, -1,  59
735271,20130207,     1, -1,  91,     8,  1,  86
735271,20130207,    12,  1,  60,     6, -1,  50
735271,20130207,     5,  1,  73,    11, -1,  59
735271,20130207,    10, -1,  88,     7,  1,  65
735271,20130207,     2,  1,  89,     3, -1,  76
735271,20130207,     4, -1,  69,     9,  1,  65
735273,20130209,     5,  1,  87,     1, -1,  52
735273,20130209,     6, -1,  64,     7,  1,  60
735273,20130209,    12,  1,  59,    10, -1,  50
735273,20130209,     4, -1,  71,     2,  1,  68
735273,20130209,    11, -1,  71,     8,  1,  62
735273,20130209,     9,  1,  79,     3, -1,  67
735275,20130211,    11,  1,  57,    12, -1,  56
735275,20130211,     2,  1,  62,     9, -1,  59
735275,20130211,     1,  1,  72,     7, -1,  66
735278,20130214,    11, -1,  70,    10,  1,  68
735278,20130214,     5, -1,  75,     4,  1,  59
735278,20130214,     6,  1,  61,     1, -1,  58
735278,20130214,     2,  1,  83,     7, -1,  49
735278,20130214,     8, -1,  78,     3,  1,  57
735278,20130214,     9,  1,  40,    12, -1,  33
735280,20130216,     9, -1,  64,     7,  1,  53
735280,20130216,     4,  1,  69,     8, -1,  60
735280,20130216,     6,  1,  80,    11, -1,  73
735280,20130216,    12,  1,  78,     2, -1,  58
735280,20130216,     5, -1,  72,     3,  1,  57
735281,20130217,     1, -1,  76,    10,  1,  68
735284,20130220,     4, -1,  67,    11,  1,  65
735284,20130220,     5,  1,  73,     7, -1,  36
735284,20130220,     3, -1,  80,     1,  1,  77
735285,20130221,    12, -1,  53,     8,  1,  47
735285,20130221,    10, -1,  94,     2,  1,  68
735285,20130221,     6, -1,  63,     9,  1,  62
735287,20130223,     8,  1,  78,     7, -1,  61
735287,20130223,     2,  1,  72,     6, -1,  68
735287,20130223,     9,  1,  75,    10, -1,  71
735291,20130227,     5, -1,  69,     6,  1,  63
735292,20130228,     2, -1,  81,    11,  1,  72
735292,20130228,     8, -1,  66,    10,  1,  60
735292,20130228,     1,  1,  70,     9, -1,  67
735292,20130228,     3,  1,  68,     7, -1,  57
735292,20130228,     4,  1,  55,    12, -1,  50
735294,20130302,    11,  1,  56,     9, -1,  54
735294,20130302,     1,  1,  86,     2, -1,  60
735294,20130302,     5,  1,  83,     8, -1,  48
735294,20130302,     4, -1,  74,     7,  1,  50
735294,20130302,    12,  1,  69,     3, -1,  62
735294,20130302,     6,  1,  80,    10, -1,  66
735300,20130308,     8,  0,  60,    12,  0,  44
735300,20130308,     7,  0,  55,     9,  0,  51
735300,20130308,    10,  0,  87,     2,  0,  81
735300,20130308,    11,  0,  76,     3,  0,  61
735301,20130309,     5,  0,  86,     8,  0,  59
735301,20130309,     1,  0,  74,     7,  0,  60
735301,20130309,     6,  0,  68,    10,  0,  61
735301,20130309,     4,  0,  78,    11,  0,  70
